SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
POINT	SMB			AQUISICAO	debit_card	-			FDV-P						21.874	33.214	35.938	16.634															
POINT	SMB			AQUISICAO	debit_card	-			TTP	201	929	30	401	2.207	11.613	8.276	10.931	802	9.923	12.714	4.821	8.590	5.585	8.644	15.072	291							
POINT	SMB			AQUISICAO	debit_card	-		Device			16.253	12.849	8.715	4.016	1.743	990	1.409	493	1							2.928							
POINT	SMB			AQUISICAO	debit_card	-			APP	4.003.115	13.879.782	27.421.692	31.268.555	44.692.491	51.975.132	59.397.746	69.185.274	72.791.437	84.397.382	100.259.702	136.368.412	8.105.804	24.538.414	45.064.108	59.236.507	4.575.281							
POINT	SMB			AQUISICAO	debit_card	-			BIG SELLERS	9.745	30.852	15.729	20.513	56.473	52.965	105.216	145.042	376.075	958.198	1.615.210	2.551.251	70.405	286.880	612.159	1.095.731	105.067							
POINT	SMB			AQUISICAO	debit_card	-			BIGSELLER FARMING											4.776	4.725	4.591	19.118	79.602	52.109	2.031							
POINT	SMB			AQUISICAO	debit_card	-			FDV-P	7.855.279	29.485.487	59.895.472	90.264.649	139.288.780	176.255.786	223.622.584	268.655.908	283.751.520	320.677.814	370.282.383	532.283.367	20.560.678	67.256.226	127.148.240	167.042.735	10.831.559							
POINT	SMB			AQUISICAO	debit_card	-			FDV-T	4.784.078	16.610.505	32.173.448	38.075.179	53.816.315	64.281.079	72.399.587	84.038.915	85.025.544	94.360.978	103.841.660	140.084.656	4.167.319	14.321.375	24.398.942	30.122.037	2.065.116							
POINT	SMB			AQUISICAO	debit_card	-			LANDING	2.870.049	7.574.144	15.117.826	16.944.601	24.921.256	29.280.114	35.522.497	42.032.800	43.567.582	49.725.410	58.696.188	82.142.562	3.633.037	10.898.267	20.651.874	26.219.539	2.073.454							
POINT	SMB			AQUISICAO	debit_card	-			MGM	3.426.897	10.870.728	21.260.486	24.586.871	32.896.830	38.758.631	46.036.678	53.632.862	57.127.845	65.108.254	72.412.516	91.905.256	4.141.106	10.615.281	18.658.687	24.790.685	1.769.206							
POINT	SMB			AQUISICAO	debit_card	-			Others	3.114.074	9.252.482	17.723.816	21.069.410	26.854.593	30.050.369	35.813.075	43.493.861	45.241.210	54.251.163	64.424.462	84.179.008	3.828.904	12.947.699	20.853.866	24.977.099	2.212.724							
POINT	SMB			AQUISICAO	debit_card	-			RESELLERS	7.298.380	19.196.516	37.481.549	43.644.613	57.247.911	69.408.725	84.089.592	96.297.292	96.949.786	106.553.798	123.314.135	156.729.512	8.039.728	22.013.910	37.527.088	47.768.423	3.602.798							
POINT	SMB			AQUISICAO	debit_card	-			TELESALES	1.893.878	6.056.445	11.406.338	13.485.387	19.469.843	22.064.890	26.435.393	30.197.362	30.924.936	33.671.916	37.535.995	45.518.418	1.661.165	4.666.662	8.647.321	11.221.147	769.027							
POINT	SMB			AQUISICAO	debit_card	-			TO	5.323.098	15.378.569	29.440.112	32.350.550	44.334.039	50.922.092	61.204.213	71.651.683	77.015.753	83.164.969	93.230.229	121.050.441	5.268.150	18.940.670	34.037.422	40.296.387	3.250.878							
POINT	SMB			AQUISICAO	debit_card	-		TTP	TTP	602.984	1.075.797	1.903.355	1.711.583	2.730.836	4.033.846	5.126.288	7.171.002	7.160.146	8.345.398	7.993.270	9.913.483	1.617.181	3.156.785	5.271.155	6.251.341	338.384							
POINT	SMB			AQUISICAO	debit_card	-	FORECAST 3+9																	31.141									
POINT	SMB			AQUISICAO	debit_card	-			TTP													8.590	5.585	8.644									
POINT	SMB			AQUISICAO	debit_card	-		Device	APP													8.105.804	24.538.414	45.064.108									
POINT	SMB			AQUISICAO	debit_card	-			BIG SELLERS													70.405	286.880	612.159									
POINT	SMB			AQUISICAO	debit_card	-			BIGSELLER FARMING													4.591	19.118	79.602									
POINT	SMB			AQUISICAO	debit_card	-			FDV-P													20.560.678	67.256.226	127.148.240									
POINT	SMB			AQUISICAO	debit_card	-			FDV-T													4.167.319	14.321.375	24.398.942									
POINT	SMB			AQUISICAO	debit_card	-			LANDING													3.633.037	10.898.267	20.651.874									
POINT	SMB			AQUISICAO	debit_card	-			MGM													4.141.106	10.615.281	18.658.687									
POINT	SMB			AQUISICAO	debit_card	-			Others													3.828.904	12.947.699	20.853.866									
POINT	SMB			AQUISICAO	debit_card	-			RESELLERS													8.039.728	22.013.910	37.527.088									
POINT	SMB			AQUISICAO	debit_card	-			TELESALES													1.661.165	4.666.662	8.647.321									
POINT	SMB			AQUISICAO	debit_card	-			TO													5.268.150	18.940.670	34.037.422									
POINT	SMB			AQUISICAO	debit_card	-		TTP	TTP													1.617.181	3.156.785	5.271.155									
POINT	SMB			AQUISICAO	debit_card	-	FORECAST 4+8																	31.141	16.644								
POINT	SMB			AQUISICAO	debit_card	-			TTP													8.590	5.585	8.644	15.072								
POINT	SMB			AQUISICAO	debit_card	-		Device	APP													8.105.804	24.538.414	45.064.108	59.236.507								
POINT	SMB			AQUISICAO	debit_card	-			BIG SELLERS													70.405	286.880	612.159	1.095.731								
POINT	SMB			AQUISICAO	debit_card	-			BIGSELLER FARMING													4.591	19.118	79.602	52.109								
POINT	SMB			AQUISICAO	debit_card	-			FDV-P													20.560.678	67.256.226	127.148.240	167.042.735								
POINT	SMB			AQUISICAO	debit_card	-			FDV-T													4.167.319	14.321.375	24.398.942	30.122.037								
POINT	SMB			AQUISICAO	debit_card	-			LANDING													3.633.037	10.898.267	20.651.874	26.219.539								
POINT	SMB			AQUISICAO	debit_card	-			MGM													4.141.106	10.615.281	18.658.687	24.790.685								
POINT	SMB			AQUISICAO	debit_card	-			Others													3.828.904	12.947.699	20.853.866	24.977.099								
POINT	SMB			AQUISICAO	debit_card	-			RESELLERS													8.039.728	22.013.910	37.527.088	47.768.423								
POINT	SMB			AQUISICAO	debit_card	-			TELESALES													1.661.165	4.666.662	8.647.321	11.221.147								
POINT	SMB			AQUISICAO	debit_card	-			TO													5.268.150	18.940.670	34.037.422	40.296.387								
POINT	SMB			AQUISICAO	debit_card	-		TTP	TTP													1.617.181	3.156.785	5.271.155	6.251.341								
POINT	SMB			AQUISICAO	prepaid_card	-	ACTUAL																		260	178							
POINT	SMB			AQUISICAO	prepaid_card	-			TTP																	134							
POINT	SMB			AQUISICAO	prepaid_card	-		Device																		468							
POINT	SMB			AQUISICAO	prepaid_card	-			APP														42	883	1.820.915	301.029							
POINT	SMB			AQUISICAO	prepaid_card	-			BIG SELLERS																23.882	5.542							
POINT	SMB			AQUISICAO	prepaid_card	-			BIGSELLER FARMING																748	171							
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-P														8	5.626	3.797.006	668.343							
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-T															120	730.280	130.530							
POINT	SMB			AQUISICAO	prepaid_card	-			LANDING															1.129	751.049	132.266							
POINT	SMB			AQUISICAO	prepaid_card	-			MGM														130	482	682.874	119.314							
POINT	SMB			AQUISICAO	prepaid_card	-			Others															958	616.632	145.608							
POINT	SMB			AQUISICAO	prepaid_card	-			RESELLERS															2.006	1.238.173	243.327							
POINT	SMB			AQUISICAO	prepaid_card	-			TELESALES															195	279.669	39.006							
POINT	SMB			AQUISICAO	prepaid_card	-			TO															651	965.780	190.279							
POINT	SMB			AQUISICAO	prepaid_card	-		TTP	TTP															50	375.040	24.532							
POINT	SMB			AQUISICAO	prepaid_card	-	FORECAST 3+9	Device	APP														42	883									
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-P														8	5.626									
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-T															120									
POINT	SMB			AQUISICAO	prepaid_card	-			LANDING															1.129									
POINT	SMB			AQUISICAO	prepaid_card	-			MGM														130	482									
POINT	SMB			AQUISICAO	prepaid_card	-			Others															958									
POINT	SMB			AQUISICAO	prepaid_card	-			RESELLERS															2.006									
POINT	SMB			AQUISICAO	prepaid_card	-			TELESALES															195									
POINT	SMB			AQUISICAO	prepaid_card	-			TO															651									
POINT	SMB			AQUISICAO	prepaid_card	-		TTP	TTP															50									
POINT	SMB			AQUISICAO	prepaid_card	-	FORECAST 4+8																		260								
POINT	SMB			AQUISICAO	prepaid_card	-		Device	APP														42	883	1.820.915								
POINT	SMB			AQUISICAO	prepaid_card	-			BIG SELLERS																23.882								
POINT	SMB			AQUISICAO	prepaid_card	-			BIGSELLER FARMING																748								
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-P														8	5.626	3.797.006								
POINT	SMB			AQUISICAO	prepaid_card	-			FDV-T															120	730.280								
POINT	SMB			AQUISICAO	prepaid_card	-			LANDING															1.129	751.049								
POINT	SMB			AQUISICAO	prepaid_card	-			MGM														130	482	682.874								
POINT	SMB			AQUISICAO	prepaid_card	-			Others															958	616.632								
POINT	SMB			AQUISICAO	prepaid_card	-			RESELLERS															2.006	1.238.173								
POINT	SMB			AQUISICAO	prepaid_card	-			TELESALES															195	279.669								
POINT	SMB			AQUISICAO	prepaid_card	-			TO															651	965.780								
POINT	SMB			AQUISICAO	prepaid_card	-		TTP	TTP															50	375.040								
POINT	SMB			AQUISICAO	voucher_card	-	ACTUAL	Device	APP															5.104	5.032	278							
POINT	SMB			AQUISICAO	voucher_card	-			BIG SELLERS																	144							
POINT	SMB			AQUISICAO	voucher_card	-			FDV-P														302	1.502	2.410	1.227							
POINT	SMB			AQUISICAO	voucher_card	-			FDV-T														39	29	938	164							
POINT	SMB			AQUISICAO	voucher_card	-			LANDING														118	1.628	2.084	262							
POINT	SMB			AQUISICAO	voucher_card	-			MGM														7	246	1.219	673							
POINT	SMB			AQUISICAO	voucher_card	-			Others															442	936	559							
POINT	SMB			AQUISICAO	voucher_card	-			RESELLERS														152	522	5.512	662							
POINT	SMB			AQUISICAO	voucher_card	-			TELESALES															8	386	42							
POINT	SMB			AQUISICAO	voucher_card	-			TO														750	6.864	19.412	2.830							
POINT	SMB			AQUISICAO	voucher_card	-	FORECAST 3+9	Device	APP															5.104									
POINT	SMB			AQUISICAO	voucher_card	-			FDV-P														302	1.502									
POINT	SMB			AQUISICAO	voucher_card	-			FDV-T														39	29									
POINT	SMB			AQUISICAO	voucher_card	-			LANDING														118	1.628									
POINT	SMB			AQUISICAO	voucher_card	-			MGM														7	246									
POINT	SMB			AQUISICAO	voucher_card	-			Others															442									
POINT	SMB			AQUISICAO	voucher_card	-			RESELLERS														152	522									
POINT	SMB			AQUISICAO	voucher_card	-			TELESALES															8									
POINT	SMB			AQUISICAO	voucher_card	-			TO														750	6.864									
POINT	SMB			AQUISICAO	voucher_card	-	FORECAST 4+8	Device	APP															5.104	5.032								
POINT	SMB			AQUISICAO	voucher_card	-			FDV-P														302	1.502	2.410								
POINT	SMB			AQUISICAO	voucher_card	-			FDV-T														39	29	938								
POINT	SMB			AQUISICAO	voucher_card	-			LANDING														118	1.628	2.084								
POINT	SMB			AQUISICAO	voucher_card	-			MGM														7	246	1.219								
POINT	SMB			AQUISICAO	voucher_card	-			Others															442	936								
POINT	SMB			AQUISICAO	voucher_card	-			RESELLERS														152	522	5.512								
POINT	SMB			AQUISICAO	voucher_card	-			TELESALES															8	386								
POINT	SMB			AQUISICAO	voucher_card	-			TO														750	6.864	19.412								
POINT	SMB			LEGADO	account_money	-	ACTUAL		LEGADO	170	230	170		230	145	165	170	120	120	320	80	110	95	220	440								
POINT	SMB			LEGADO	account_money	-		Device	LEGADO	10.025.620	9.352.795	10.219.505		10.264.295	9.933.430	9.379.145	8.700.210	8.410.095	8.699.265	8.379.280	8.894.615	8.273.655	7.820.180	8.617.805	8.288.415	724.565							
POINT	SMB			LEGADO	account_money	-	FORECAST 3+9		LEGADO													110	95	220									
POINT	SMB			LEGADO	account_money	-		Device	LEGADO													8.273.655	7.820.180	8.617.805									
POINT	SMB			LEGADO	account_money	-	FORECAST 4+8		LEGADO													110	95	220	440								
POINT	SMB			LEGADO	account_money	-		Device	LEGADO													8.273.655	7.820.180	8.617.805	8.288.415								
POINT	SMB			LEGADO	credit_card	1x	ACTUAL					61																					
POINT	SMB			LEGADO	credit_card	1x			LEGADO	23.996	17.580	33.317	40.387	74.356	31.635	28.380	78.578	37.750	40.896	38.233	40.700	79.266	118.000	112.220	99.751	3.950							
POINT	SMB			LEGADO	credit_card	1x		Device	LEGADO	1.179.005.244	1.066.882.324	1.138.608.284	1.025.150.115	1.062.347.888	1.005.989.290	1.032.148.813	1.039.490.589	965.478.231	984.408.490	965.869.167	976.773.123	1.679.901.317	1.482.096.519	1.538.232.761	1.436.208.773	137.724.839							
POINT	SMB			LEGADO	credit_card	1x		TTP	LEGADO	75.031.282	71.860.610	75.634.506	73.889.305	83.829.701	89.822.599	94.532.159	96.332.231	96.692.031	100.322.734	96.905.646	93.986.176	210.814.519	195.149.089	201.552.218	192.645.767	9.213.107							
POINT	SMB			LEGADO	credit_card	1x	FORECAST 3+9		LEGADO													79.266	118.000	112.220									
POINT	SMB			LEGADO	credit_card	1x		Device	LEGADO													1.679.901.317	1.482.096.519	1.538.232.761									
POINT	SMB			LEGADO	credit_card	1x		TTP	LEGADO													210.814.519	195.149.089	201.552.218									
POINT	SMB			LEGADO	credit_card	1x	FORECAST 4+8		LEGADO													79.266	118.000	112.220	99.751								
POINT	SMB			LEGADO	credit_card	1x		Device	LEGADO													1.679.901.317	1.482.096.519	1.538.232.761	1.436.208.773								
POINT	SMB			LEGADO	credit_card	1x		TTP	LEGADO													210.814.519	195.149.089	201.552.218	192.645.767								
POINT	SMB			LEGADO	credit_card	2 a 6x	ACTUAL		LEGADO	2.456	227	7.556	13.039	6.050	9.510	4.118	14.023	15.402	4.427	16.246	10.513	46.541	56.275	34.740	33.641	1.015							
POINT	SMB			LEGADO	credit_card	2 a 6x		Device	LEGADO	589.632.476	555.109.436	541.449.294	522.460.260	554.582.115	514.820.388	534.368.519	517.139.352	492.828.510	497.996.900	465.477.705	497.815.123	1.033.121.281	906.867.135	983.508.050	897.100.845	39.243.524							
POINT	SMB			LEGADO	credit_card	2 a 6x		TTP	LEGADO	22.007.930	20.843.830	20.859.517	20.485.027	24.537.170	28.261.080	31.532.448	33.164.973	34.588.235	36.942.517	36.163.664	36.195.759	79.995.792	74.213.275	78.988.817	75.050.997	3.434.441							
POINT	SMB			LEGADO	credit_card	2 a 6x	FORECAST 3+9		LEGADO													46.541	56.275	34.740									
POINT	SMB			LEGADO	credit_card	2 a 6x		Device	LEGADO													1.033.121.281	906.867.135	983.508.050									
POINT	SMB			LEGADO	credit_card	2 a 6x		TTP	LEGADO													79.995.792	74.213.275	78.988.817									
POINT	SMB			LEGADO	credit_card	2 a 6x	FORECAST 4+8		LEGADO													46.541	56.275	34.740	33.641								
POINT	SMB			LEGADO	credit_card	2 a 6x		Device	LEGADO													1.033.121.281	906.867.135	983.508.050	897.100.845								
POINT	SMB			LEGADO	credit_card	2 a 6x		TTP	LEGADO													79.995.792	74.213.275	78.988.817	75.050.997								
POINT	SMB			LEGADO	credit_card	7 a 12x	ACTUAL		LEGADO	1.687	4.149	23.089	963	10.833	6.300	15.027	1.462	3.410	9.407	8.800	32.851	58.729	57.237	44.639	28.938								
POINT	SMB			LEGADO	credit_card	7 a 12x		Device	LEGADO	232.765.170	213.599.095	205.474.449	199.094.788	211.061.255	192.503.357	197.391.724	188.229.031	181.229.009	180.424.555	174.201.551	167.220.410	427.526.479	367.081.883	393.608.458	338.787.489	13.881.664							
POINT	SMB			LEGADO	credit_card	7 a 12x		TTP	LEGADO	17.183.974	15.997.261	16.733.047	16.020.133	18.734.763	20.016.953	23.931.530	23.513.189	24.197.828	27.636.027	26.829.702	28.711.897	67.618.180	61.207.454	62.967.320	58.319.292	2.817.703							
POINT	SMB			LEGADO	credit_card	7 a 12x	FORECAST 3+9		LEGADO													58.729	57.237	44.639									
POINT	SMB			LEGADO	credit_card	7 a 12x		Device	LEGADO													427.526.479	367.081.883	393.608.458									
POINT	SMB			LEGADO	credit_card	7 a 12x		TTP	LEGADO													67.618.180	61.207.454	62.967.320									
POINT	SMB			LEGADO	credit_card	7 a 12x	FORECAST 4+8		LEGADO													58.729	57.237	44.639	28.938								
POINT	SMB			LEGADO	credit_card	7 a 12x		Device	LEGADO													427.526.479	367.081.883	393.608.458	338.787.489								
POINT	SMB			LEGADO	credit_card	7 a 12x		TTP	LEGADO													67.618.180	61.207.454	62.967.320	58.319.292								
POINT	SMB			LEGADO	credit_card	Maior que 12x	ACTUAL	Device	LEGADO	100				9.587	35.206	156.814	6.862.341	7.901.622	10.086.676	10.553.408	9.973.604	34.656.069	28.268.251	31.648.949	26.691.386	1.416.948							
POINT	SMB			LEGADO	credit_card	Maior que 12x		TTP	LEGADO											55.402				122.508	4.071.023	348.496							
POINT	SMB			LEGADO	credit_card	Maior que 12x	FORECAST 3+9	Device	LEGADO													34.656.069	28.268.251	31.648.949									
POINT	SMB			LEGADO	credit_card	Maior que 12x		TTP	LEGADO															122.508									
POINT	SMB			LEGADO	credit_card	Maior que 12x	FORECAST 4+8	Device	LEGADO													34.656.069	28.268.251	31.648.949	26.691.386								
POINT	SMB			LEGADO	credit_card	Maior que 12x		TTP	LEGADO															122.508	4.071.023								
POINT	SMB			LEGADO	debit_card	-	ACTUAL		LEGADO	12.144	14.885	21.010	20.455	17.295	24.848	30.630	21.375	14.779	12.260	16.644	18.541	57.091	52.762	24.619	24.877	3.500							
POINT	SMB			LEGADO	debit_card	-		Device	LEGADO	1.740.383.516	1.548.597.122	1.686.306.448	1.502.296.420	1.599.546.873	1.531.086.393	1.535.888.130	1.565.460.100	1.425.216.309	1.446.850.386	1.464.083.194	1.691.974.796	2.449.453.832	2.127.126.657	2.198.739.750	2.043.215.353	226.774.046							
POINT	SMB			LEGADO	debit_card	-		TTP	LEGADO	4.137.616	4.014.128	4.308.804	4.384.161	5.782.669	6.130.106	7.112.634	7.237.983	6.985.539	7.422.303	6.992.060	8.147.640	14.826.333	13.797.301	14.359.476	13.102.114	1.235.006							
POINT	SMB			LEGADO	debit_card	-	FORECAST 3+9		LEGADO													57.091	52.762	24.619									
POINT	SMB			LEGADO	debit_card	-		Device	LEGADO													2.449.453.832	2.127.126.657	2.198.739.750									
POINT	SMB			LEGADO	debit_card	-		TTP	LEGADO													14.826.333	13.797.301	14.359.476									
POINT	SMB			LEGADO	debit_card	-	FORECAST 4+8		LEGADO													57.091	52.762	24.619	24.877								
POINT	SMB			LEGADO	debit_card	-		Device	LEGADO													2.449.453.832	2.127.126.657	2.198.739.750	2.043.215.353								
POINT	SMB			LEGADO	debit_card	-		TTP	LEGADO													14.826.333	13.797.301	14.359.476	13.102.114								
POINT	SMB			LEGADO	prepaid_card	-	ACTUAL		LEGADO																271	304							
POINT	SMB			LEGADO	prepaid_card	-		Device	LEGADO														2.408	62.726	47.893.933	14.769.458							
POINT	SMB			LEGADO	prepaid_card	-		TTP	LEGADO															282	388.152	68.796							
POINT	SMB			LEGADO	prepaid_card	-	FORECAST 3+9	Device	LEGADO														2.408	62.726									
POINT	SMB			LEGADO	prepaid_card	-		TTP	LEGADO															282									
POINT	SMB			LEGADO	prepaid_card	-	FORECAST 4+8		LEGADO																271								
POINT	SMB			LEGADO	prepaid_card	-		Device	LEGADO														2.408	62.726	47.893.933								
POINT	SMB			LEGADO	prepaid_card	-		TTP	LEGADO															282	388.152								
POINT	SMB			LEGADO	voucher_card	-	ACTUAL	Device	LEGADO														13.764	56.056	125.407	26.611							
POINT	SMB			LEGADO	voucher_card	-		TTP	LEGADO																	16							
POINT	SMB			LEGADO	voucher_card	-	FORECAST 3+9	Device	LEGADO														13.764	56.056									
POINT	SMB			LEGADO	voucher_card	-	FORECAST 4+8	Device	LEGADO														13.764	56.056	125.407								
POINT	SMB		BS Farming	LEGADO	credit_card	1x	ACTUAL	Device	LEGADO	6.572						19.987																	
POINT	SMB		BS Farming	LEGADO	credit_card	2 a 6x	ACTUAL	Device	LEGADO	3.038						185.368																	
POINT	SMB		BS Farming	LEGADO	credit_card	7 a 12x	ACTUAL	Device	LEGADO							963.565																	
POINT	SMB		BS Farming	LEGADO	credit_card	Maior que 12x	ACTUAL	Device	LEGADO							16.130																	
POINT	SMB		BS Farming	LEGADO	debit_card	-	ACTUAL	Device	LEGADO	4.983						999																	
