SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
QR	SMB			AQUISICAO	account_money	-	FORECAST 3+9															12.831.823	34.881.380	68.271.553									
QR	SMB			AQUISICAO	account_money	-			APP													528.330	1.460.672	2.595.109									
QR	SMB			AQUISICAO	account_money	-			BIG SELLERS													16.722	63.383	102.879									
QR	SMB			AQUISICAO	account_money	-			BIGSELLER FARMING													28	1.123	2.347									
QR	SMB			AQUISICAO	account_money	-			FDV-P													1.390.652	3.635.080	6.518.815									
QR	SMB			AQUISICAO	account_money	-			FDV-T													439.950	1.120.939	1.870.773									
QR	SMB			AQUISICAO	account_money	-			LANDING													310.146	784.871	1.414.817									
QR	SMB			AQUISICAO	account_money	-			MGM													275.632	684.458	1.297.439									
QR	SMB			AQUISICAO	account_money	-			Others													249.447	784.266	1.345.192									
QR	SMB			AQUISICAO	account_money	-			RESELLERS													496.482	1.340.157	2.209.385									
QR	SMB			AQUISICAO	account_money	-			TELESALES													107.464	319.167	518.884									
QR	SMB			AQUISICAO	account_money	-			TO													379.846	1.047.646	1.856.909									
QR	SMB			AQUISICAO	account_money	-	FORECAST 4+8															12.831.823	34.881.380	68.271.553	89.693.597								
QR	SMB			AQUISICAO	account_money	-			APP													528.330	1.460.672	2.595.109	3.568.904								
QR	SMB			AQUISICAO	account_money	-			BIG SELLERS													16.722	63.383	102.879	102.510								
QR	SMB			AQUISICAO	account_money	-			BIGSELLER FARMING													28	1.123	2.347	4.267								
QR	SMB			AQUISICAO	account_money	-			FDV-P													1.390.652	3.635.080	6.518.815	8.300.618								
QR	SMB			AQUISICAO	account_money	-			FDV-T													439.950	1.120.939	1.870.773	2.316.309								
QR	SMB			AQUISICAO	account_money	-			LANDING													310.146	784.871	1.414.817	1.665.533								
QR	SMB			AQUISICAO	account_money	-			MGM													275.632	684.458	1.297.439	1.672.707								
QR	SMB			AQUISICAO	account_money	-			Others													249.447	784.266	1.345.192	1.688.223								
QR	SMB			AQUISICAO	account_money	-			RESELLERS													496.482	1.340.157	2.209.385	2.781.319								
QR	SMB			AQUISICAO	account_money	-			TELESALES													107.464	319.167	518.884	671.134								
QR	SMB			AQUISICAO	account_money	-			TO													379.846	1.047.646	1.856.909	2.461.565								
QR	SMB			AQUISICAO	bank_transfer	-	ACTUAL			23.746.121	48.922.112	62.962.189	80.623.936	111.939.923	108.246.146	138.466.876	139.983.791	139.568.698	182.904.189	197.224.287	244.005.936	30.053.347	54.757.819	108.294.869	130.800.380	6.992.136							
QR	SMB			AQUISICAO	bank_transfer	-			APP	2.271.920	7.320.301	13.922.134	16.497.395	23.194.606	27.657.142	31.934.401	37.720.037	39.906.762	46.956.122	57.590.664	82.160.968	5.464.578	15.571.749	28.485.064	38.939.398	3.231.661							
QR	SMB			AQUISICAO	bank_transfer	-			BIG SELLERS	12.932	22.588	25.702	18.412	35.747	60.462	78.843	129.115	213.722	528.112	870.215	1.551.914	88.229	308.470	613.505	1.093.911	77.822							
QR	SMB			AQUISICAO	bank_transfer	-			BIGSELLER FARMING											602	8.718	766	7.936	30.653	102.464	1.114							
QR	SMB			AQUISICAO	bank_transfer	-			FDV-P	4.205.221	14.333.110	25.788.884	37.733.469	58.457.075	76.375.360	97.376.368	119.723.813	126.725.141	145.000.796	175.544.096	267.491.068	13.012.541	37.532.590	70.578.243	96.269.561	6.434.903							
QR	SMB			AQUISICAO	bank_transfer	-			FDV-T	3.310.563	9.841.812	18.264.827	22.424.962	32.015.935	38.011.323	43.308.383	52.159.722	53.112.620	60.651.431	68.725.225	97.390.639	3.948.087	11.055.385	18.973.304	25.017.534	1.786.605							
QR	SMB			AQUISICAO	bank_transfer	-			LANDING	1.647.472	4.854.452	8.401.766	9.412.148	13.472.200	15.216.600	19.358.461	23.967.953	25.642.725	30.416.518	36.468.463	52.524.131	2.674.661	7.391.648	13.850.373	18.174.865	1.570.938							
QR	SMB			AQUISICAO	bank_transfer	-			MGM	2.271.304	6.473.986	12.015.893	13.720.860	18.930.983	22.358.341	26.776.850	31.401.059	33.221.009	38.771.787	43.935.372	59.326.693	2.552.376	6.717.626	12.039.653	16.835.095	1.254.436							
QR	SMB			AQUISICAO	bank_transfer	-			Others	2.097.651	5.607.896	10.059.085	11.672.555	15.298.636	17.916.253	21.680.904	26.418.844	26.975.079	32.800.457	40.553.120	55.858.676	2.778.119	8.110.948	13.426.861	17.447.247	1.532.148							
QR	SMB			AQUISICAO	bank_transfer	-			RESELLERS	4.237.120	11.438.017	20.412.905	23.365.212	31.513.789	38.974.530	48.133.361	57.485.300	57.913.130	64.826.959	75.285.130	99.029.101	5.162.468	13.834.049	23.746.192	30.772.671	2.490.821							
QR	SMB			AQUISICAO	bank_transfer	-			TELESALES	920.092	2.826.960	5.672.429	6.606.167	9.398.513	11.129.482	13.526.090	16.003.848	16.096.917	18.207.354	20.731.619	26.205.682	938.894	3.001.116	5.231.518	6.977.173	523.970							
QR	SMB			AQUISICAO	bank_transfer	-			TO	2.985.650	8.458.650	15.209.637	17.576.517	22.580.047	27.518.609	33.875.304	40.836.726	44.160.166	49.274.026	56.671.304	76.773.181	3.908.700	11.637.187	20.493.850	27.320.580	2.261.978							
QR	SMB			AQUISICAO	bank_transfer	-	FORECAST 3+9															30.053.347	54.757.819	108.294.869									
QR	SMB			AQUISICAO	bank_transfer	-			APP													5.464.578	15.571.749	28.485.064									
QR	SMB			AQUISICAO	bank_transfer	-			BIG SELLERS													88.229	308.470	613.505									
QR	SMB			AQUISICAO	bank_transfer	-			BIGSELLER FARMING													766	7.936	30.653									
QR	SMB			AQUISICAO	bank_transfer	-			FDV-P													13.012.541	37.532.590	70.578.243									
QR	SMB			AQUISICAO	bank_transfer	-			FDV-T													3.948.087	11.055.385	18.973.304									
QR	SMB			AQUISICAO	bank_transfer	-			LANDING													2.674.661	7.391.648	13.850.373									
QR	SMB			AQUISICAO	bank_transfer	-			MGM													2.552.376	6.717.626	12.039.653									
QR	SMB			AQUISICAO	bank_transfer	-			Others													2.778.119	8.110.948	13.426.861									
QR	SMB			AQUISICAO	bank_transfer	-			RESELLERS													5.162.468	13.834.049	23.746.192									
QR	SMB			AQUISICAO	bank_transfer	-			TELESALES													938.894	3.001.116	5.231.518									
QR	SMB			AQUISICAO	bank_transfer	-			TO													3.908.700	11.637.187	20.493.850									
QR	SMB			AQUISICAO	bank_transfer	-	FORECAST 4+8															30.053.347	54.757.819	108.294.869	130.800.380								
QR	SMB			AQUISICAO	bank_transfer	-			APP													5.464.578	15.571.749	28.485.064	38.939.398								
QR	SMB			AQUISICAO	bank_transfer	-			BIG SELLERS													88.229	308.470	613.505	1.093.911								
QR	SMB			AQUISICAO	bank_transfer	-			BIGSELLER FARMING													766	7.936	30.653	102.464								
QR	SMB			AQUISICAO	bank_transfer	-			FDV-P													13.012.541	37.532.590	70.578.243	96.269.561								
QR	SMB			AQUISICAO	bank_transfer	-			FDV-T													3.948.087	11.055.385	18.973.304	25.017.534								
QR	SMB			AQUISICAO	bank_transfer	-			LANDING													2.674.661	7.391.648	13.850.373	18.174.865								
QR	SMB			AQUISICAO	bank_transfer	-			MGM													2.552.376	6.717.626	12.039.653	16.835.095								
QR	SMB			AQUISICAO	bank_transfer	-			Others													2.778.119	8.110.948	13.426.861	17.447.247								
QR	SMB			AQUISICAO	bank_transfer	-			RESELLERS													5.162.468	13.834.049	23.746.192	30.772.671								
QR	SMB			AQUISICAO	bank_transfer	-			TELESALES													938.894	3.001.116	5.231.518	6.977.173								
QR	SMB			AQUISICAO	bank_transfer	-			TO													3.908.700	11.637.187	20.493.850	27.320.580								
QR	SMB			AQUISICAO	credit_card	1x	ACTUAL			149.778	172.780	209.647	259.275	337.922	446.675	471.807	583.955	679.116	835.514	796.641	872.544	51.198	51.219	139.187	167.591	6.918							
QR	SMB			AQUISICAO	credit_card	1x			APP	3.280	11.377	22.397	30.105	31.879	49.423	62.738	64.800	73.205	92.788	98.282	115.069	10.841	28.524	70.193	83.668	6.980							
QR	SMB			AQUISICAO	credit_card	1x			BIG SELLERS		102		110		22	2	108	110	973	1.097	1.609	213	559	550	1.538	47							
QR	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING													30	120	184	123								
QR	SMB			AQUISICAO	credit_card	1x			FDV-P	7.664	19.709	38.136	64.226	97.572	111.446	143.633	195.941	211.083	241.544	292.066	370.687	24.239	55.725	123.668	160.077	10.262							
QR	SMB			AQUISICAO	credit_card	1x			FDV-T	5.909	11.881	24.461	30.919	44.669	60.400	71.161	83.468	83.479	90.027	98.875	121.592	3.948	20.996	33.170	39.549	2.146							
QR	SMB			AQUISICAO	credit_card	1x			LANDING	834	5.453	15.437	15.297	22.221	23.887	28.758	36.807	41.831	62.180	62.226	69.230	7.260	11.031	33.945	37.211	1.905							
QR	SMB			AQUISICAO	credit_card	1x			MGM	4.128	9.744	16.956	19.629	36.600	32.691	55.609	56.664	55.271	74.549	86.813	76.864	6.522	13.971	23.476	40.514	1.856							
QR	SMB			AQUISICAO	credit_card	1x			Others	3.975	16.570	20.370	17.603	27.734	39.332	32.999	45.365	48.374	78.465	70.756	79.977	5.963	14.240	25.496	29.976	2.628							
QR	SMB			AQUISICAO	credit_card	1x			RESELLERS	6.507	14.736	29.084	35.901	51.416	61.953	74.608	84.840	99.090	101.856	115.657	132.535	8.421	28.044	43.350	58.999	3.865							
QR	SMB			AQUISICAO	credit_card	1x			TELESALES	2.418	4.647	8.071	10.349	15.251	17.513	20.271	29.306	26.242	42.134	33.182	38.057	1.753	5.857	8.030	12.437	1.008							
QR	SMB			AQUISICAO	credit_card	1x			TO	10.808	9.808	23.100	45.715	37.672	43.045	78.763	101.182	88.959	88.550	93.181	115.703	6.975	22.052	38.251	52.733	4.068							
QR	SMB			AQUISICAO	credit_card	1x	FORECAST 3+9															51.198	51.219	139.187									
QR	SMB			AQUISICAO	credit_card	1x			APP													10.841	28.524	70.193									
QR	SMB			AQUISICAO	credit_card	1x			BIG SELLERS													213	559	550									
QR	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING													30	120	184									
QR	SMB			AQUISICAO	credit_card	1x			FDV-P													24.239	55.725	123.668									
QR	SMB			AQUISICAO	credit_card	1x			FDV-T													3.948	20.996	33.170									
QR	SMB			AQUISICAO	credit_card	1x			LANDING													7.260	11.031	33.945									
QR	SMB			AQUISICAO	credit_card	1x			MGM													6.522	13.971	23.476									
QR	SMB			AQUISICAO	credit_card	1x			Others													5.963	14.240	25.496									
QR	SMB			AQUISICAO	credit_card	1x			RESELLERS													8.421	28.044	43.350									
QR	SMB			AQUISICAO	credit_card	1x			TELESALES													1.753	5.857	8.030									
QR	SMB			AQUISICAO	credit_card	1x			TO													6.975	22.052	38.251									
QR	SMB			AQUISICAO	credit_card	1x	FORECAST 4+8															51.198	51.219	139.187	167.591								
QR	SMB			AQUISICAO	credit_card	1x			APP													10.841	28.524	70.193	83.668								
QR	SMB			AQUISICAO	credit_card	1x			BIG SELLERS													213	559	550	1.538								
QR	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING													30	120	184	123								
QR	SMB			AQUISICAO	credit_card	1x			FDV-P													24.239	55.725	123.668	160.077								
QR	SMB			AQUISICAO	credit_card	1x			FDV-T													3.948	20.996	33.170	39.549								
QR	SMB			AQUISICAO	credit_card	1x			LANDING													7.260	11.031	33.945	37.211								
QR	SMB			AQUISICAO	credit_card	1x			MGM													6.522	13.971	23.476	40.514								
QR	SMB			AQUISICAO	credit_card	1x			Others													5.963	14.240	25.496	29.976								
QR	SMB			AQUISICAO	credit_card	1x			RESELLERS													8.421	28.044	43.350	58.999								
QR	SMB			AQUISICAO	credit_card	1x			TELESALES													1.753	5.857	8.030	12.437								
QR	SMB			AQUISICAO	credit_card	1x			TO													6.975	22.052	38.251	52.733								
QR	SMB			AQUISICAO	credit_card	2 a 6x	ACTUAL			26.467	65.789	77.427	105.908	75.213	107.166	158.405	169.925	168.018	137.722	153.181	113.842	22.336	18.800	47.485	77.757	1.511							
QR	SMB			AQUISICAO	credit_card	2 a 6x			APP	1.997	3.343	5.491	6.083	10.670	10.673	12.605	14.595	16.039	19.742	20.295	28.206	1.639	5.578	11.709	17.683	1.693							
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS					87	89	103		453	173	614	303		283	141	869								
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING														398										
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P	1.888	10.166	10.067	21.153	37.534	42.691	62.828	80.462	83.931	84.078	96.761	161.017	10.500	24.943	44.761	52.667	3.152							
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T	3.082	2.694	7.953	11.044	23.527	19.414	20.132	28.796	19.688	38.623	31.966	46.435	2.751	4.532	9.452	12.859	840							
QR	SMB			AQUISICAO	credit_card	2 a 6x			LANDING	850	2.229	1.841	4.248	4.783	5.161	4.982	7.511	10.212	11.277	14.463	19.951	4.095	2.820	6.799	7.047	364							
QR	SMB			AQUISICAO	credit_card	2 a 6x			MGM	1.628	2.174	4.407	4.402	6.321	11.091	12.288	10.272	13.118	14.042	14.269	23.404	501	2.583	6.103	9.010	80							
QR	SMB			AQUISICAO	credit_card	2 a 6x			Others	605	3.610	5.756	5.456	8.170	12.948	9.934	13.411	10.420	19.240	18.040	28.016	900	2.611	6.006	7.417	174							
QR	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS	2.277	5.932	6.273	10.003	15.510	10.912	16.369	23.814	27.445	20.982	38.529	42.265	1.979	6.751	10.577	13.692	1.171							
QR	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES	724	793	4.006	3.546	4.133	7.031	4.444	6.933	8.186	7.789	8.041	11.947		625	3.187	4.159	152							
QR	SMB			AQUISICAO	credit_card	2 a 6x			TO	2.513	3.423	3.993	9.503	9.823	12.572	15.598	19.487	18.966	20.101	23.735	33.496	6.438	5.779	9.006	14.144	2.055							
QR	SMB			AQUISICAO	credit_card	2 a 6x	FORECAST 3+9															22.336	18.800	47.485									
QR	SMB			AQUISICAO	credit_card	2 a 6x			APP													1.639	5.578	11.709									
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS														283	141									
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING														398										
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P													10.500	24.943	44.761									
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T													2.751	4.532	9.452									
QR	SMB			AQUISICAO	credit_card	2 a 6x			LANDING													4.095	2.820	6.799									
QR	SMB			AQUISICAO	credit_card	2 a 6x			MGM													501	2.583	6.103									
QR	SMB			AQUISICAO	credit_card	2 a 6x			Others													900	2.611	6.006									
QR	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS													1.979	6.751	10.577									
QR	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES														625	3.187									
QR	SMB			AQUISICAO	credit_card	2 a 6x			TO													6.438	5.779	9.006									
QR	SMB			AQUISICAO	credit_card	2 a 6x	FORECAST 4+8															22.336	18.800	47.485	77.757								
QR	SMB			AQUISICAO	credit_card	2 a 6x			APP													1.639	5.578	11.709	17.683								
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS														283	141	869								
QR	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING														398										
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P													10.500	24.943	44.761	52.667								
QR	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T													2.751	4.532	9.452	12.859								
QR	SMB			AQUISICAO	credit_card	2 a 6x			LANDING													4.095	2.820	6.799	7.047								
QR	SMB			AQUISICAO	credit_card	2 a 6x			MGM													501	2.583	6.103	9.010								
QR	SMB			AQUISICAO	credit_card	2 a 6x			Others													900	2.611	6.006	7.417								
QR	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS													1.979	6.751	10.577	13.692								
QR	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES														625	3.187	4.159								
QR	SMB			AQUISICAO	credit_card	2 a 6x			TO													6.438	5.779	9.006	14.144								
QR	SMB			AQUISICAO	credit_card	7 a 12x	ACTUAL			109.834	12.491	18.476	27.779	28.362	86.749	58.131	69.023	13.002	46.201	55.871	27.108	11.596	12.372	24.063	46.133	122							
QR	SMB			AQUISICAO	credit_card	7 a 12x			APP			186	167	122	120	828	521	450	341	1.262	887	970	167	1.770	4.183	98							
QR	SMB			AQUISICAO	credit_card	7 a 12x			BIG SELLERS																38								
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P	220	659	1.029	503	2.685	3.017	7.257	3.246	4.749	4.710	7.734	16.116	214	2.647	1.649	5.235	69							
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T		244	234	79	286	612	5.847	5.186	1.006	5.521	2.364	3.859		1.207	3.503	3.560	381							
QR	SMB			AQUISICAO	credit_card	7 a 12x			LANDING			288		1.832	182	325	4.444	1.226	879	1.661	1.846	404			462								
QR	SMB			AQUISICAO	credit_card	7 a 12x			MGM	304	47		7.203	269	481		572	1.535	2.085	561	1.185			1.739	348								
QR	SMB			AQUISICAO	credit_card	7 a 12x			Others		195	86	298	1.513	47	217	787	247	1.061	122	1.046			409	622								
QR	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS	1.890	47		255	221	1.043	741		244	4.378	2.089	842			322									
QR	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES	100		452	1.081	60	1.667	195	586	84		2.715	427	140		661	42								
QR	SMB			AQUISICAO	credit_card	7 a 12x			TO				130	550	111	480	1.343	2.303	607	5.154	609	6.527	63	2.767	485								
QR	SMB			AQUISICAO	credit_card	7 a 12x	FORECAST 3+9															11.596	12.372	24.063									
QR	SMB			AQUISICAO	credit_card	7 a 12x			APP													970	167	1.770									
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P													214	2.647	1.649									
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T														1.207	3.503									
QR	SMB			AQUISICAO	credit_card	7 a 12x			LANDING													404											
QR	SMB			AQUISICAO	credit_card	7 a 12x			MGM															1.739									
QR	SMB			AQUISICAO	credit_card	7 a 12x			Others															409									
QR	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS															322									
QR	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES													140		661									
QR	SMB			AQUISICAO	credit_card	7 a 12x			TO													6.527	63	2.767									
QR	SMB			AQUISICAO	credit_card	7 a 12x	FORECAST 4+8															11.596	12.372	24.063	46.133								
QR	SMB			AQUISICAO	credit_card	7 a 12x			APP													970	167	1.770	4.183								
QR	SMB			AQUISICAO	credit_card	7 a 12x			BIG SELLERS																38								
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P													214	2.647	1.649	5.235								
QR	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T														1.207	3.503	3.560								
QR	SMB			AQUISICAO	credit_card	7 a 12x			LANDING													404			462								
QR	SMB			AQUISICAO	credit_card	7 a 12x			MGM															1.739	348								
QR	SMB			AQUISICAO	credit_card	7 a 12x			Others															409	622								
QR	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS															322									
QR	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES													140		661	42								
QR	SMB			AQUISICAO	credit_card	7 a 12x			TO													6.527	63	2.767	485								
QR	SMB			AQUISICAO	debit_card	-	ACTUAL					75	230	948	941	625	726	62															
QR	SMB			AQUISICAO	debit_card	-			APP		6	36	29	194	312	309	20	72															
QR	SMB			AQUISICAO	debit_card	-			FDV-P			31	148	298	861	128	269	80															
QR	SMB			AQUISICAO	debit_card	-			FDV-T			9	31	50	118	200	105	143															
QR	SMB			AQUISICAO	debit_card	-			LANDING					177	77	460	58	39															
QR	SMB			AQUISICAO	debit_card	-			MGM	28			43	7	20	94	10	338															
QR	SMB			AQUISICAO	debit_card	-			Others		28			36	373	11	141	115															
QR	SMB			AQUISICAO	debit_card	-			RESELLERS		164	18	54	462	188	87	87	158															
QR	SMB			AQUISICAO	debit_card	-			TELESALES			3		30		47	4	59															
QR	SMB			AQUISICAO	debit_card	-			TO			30	107		51	92	57	100															
QR	SMB			AQUISICAO	digital_currency	-	ACTUAL			479.154	493.505	798.549	884.277	1.035.560	1.082.889	1.407.029	3.919.931	1.908.903	475.977	346.418	307.336	57.789	48.707	124.305	91.989	4.952							
QR	SMB			AQUISICAO	digital_currency	-			APP	14.253	28.685	58.457	76.955	99.438	86.546	76.443	53.620	85.215	59.682	66.202	60.819	3.214	8.070	20.274	24.996	2.412							
QR	SMB			AQUISICAO	digital_currency	-			BIG SELLERS				69			97	981	755	943	1.001	996	30	120	403	197								
QR	SMB			AQUISICAO	digital_currency	-			BIGSELLER FARMING															15									
QR	SMB			AQUISICAO	digital_currency	-			FDV-P	18.574	37.311	71.049	110.188	153.224	108.082	136.991	126.681	117.201	143.852	131.572	155.054	9.272	18.680	38.674	53.440	4.236							
QR	SMB			AQUISICAO	digital_currency	-			FDV-T	20.163	34.126	88.020	78.556	106.190	85.310	92.380	53.336	60.510	64.841	52.530	63.068	1.924	4.555	10.872	16.101	1.265							
QR	SMB			AQUISICAO	digital_currency	-			LANDING	3.160	15.492	33.439	33.671	44.937	37.600	33.110	45.177	40.668	35.582	32.335	35.207	2.699	4.355	10.834	15.990	1.420							
QR	SMB			AQUISICAO	digital_currency	-			MGM	8.077	26.120	50.179	58.677	70.723	65.164	49.298	53.064	43.665	54.941	42.170	39.076	1.366	2.919	12.034	8.998	688							
QR	SMB			AQUISICAO	digital_currency	-			Others	10.555	29.013	45.634	48.888	68.701	53.357	45.027	33.155	40.287	43.666	42.325	42.257	2.730	6.902	10.365	17.454	550							
QR	SMB			AQUISICAO	digital_currency	-			RESELLERS	21.492	45.763	89.592	84.290	115.930	94.757	83.278	179.411	71.559	78.395	73.059	68.687	4.081	6.225	13.394	23.933	1.385							
QR	SMB			AQUISICAO	digital_currency	-			TELESALES	10.384	10.926	18.567	32.432	28.213	28.533	20.205	18.532	16.429	24.418	21.450	19.620	374	1.155	2.851	5.767	758							
QR	SMB			AQUISICAO	digital_currency	-			TO	10.412	29.056	50.274	66.430	105.411	66.889	87.025	90.150	63.245	59.373	70.215	46.568	2.515	9.124	19.757	15.718	1.565							
QR	SMB			AQUISICAO	digital_currency	-	FORECAST 3+9															57.789	48.707	124.305									
QR	SMB			AQUISICAO	digital_currency	-			APP													3.214	8.070	20.274									
QR	SMB			AQUISICAO	digital_currency	-			BIG SELLERS													30	120	403									
QR	SMB			AQUISICAO	digital_currency	-			BIGSELLER FARMING															15									
QR	SMB			AQUISICAO	digital_currency	-			FDV-P													9.272	18.680	38.674									
QR	SMB			AQUISICAO	digital_currency	-			FDV-T													1.924	4.555	10.872									
QR	SMB			AQUISICAO	digital_currency	-			LANDING													2.699	4.355	10.834									
QR	SMB			AQUISICAO	digital_currency	-			MGM													1.366	2.919	12.034									
QR	SMB			AQUISICAO	digital_currency	-			Others													2.730	6.902	10.365									
QR	SMB			AQUISICAO	digital_currency	-			RESELLERS													4.081	6.225	13.394									
QR	SMB			AQUISICAO	digital_currency	-			TELESALES													374	1.155	2.851									
QR	SMB			AQUISICAO	digital_currency	-			TO													2.515	9.124	19.757									
QR	SMB			AQUISICAO	digital_currency	-	FORECAST 4+8															57.789	48.707	124.305	91.989								
QR	SMB			AQUISICAO	digital_currency	-			APP													3.214	8.070	20.274	24.996								
QR	SMB			AQUISICAO	digital_currency	-			BIG SELLERS													30	120	403	197								
QR	SMB			AQUISICAO	digital_currency	-			BIGSELLER FARMING															15									
QR	SMB			AQUISICAO	digital_currency	-			FDV-P													9.272	18.680	38.674	53.440								
QR	SMB			AQUISICAO	digital_currency	-			FDV-T													1.924	4.555	10.872	16.101								
QR	SMB			AQUISICAO	digital_currency	-			LANDING													2.699	4.355	10.834	15.990								
QR	SMB			AQUISICAO	digital_currency	-			MGM													1.366	2.919	12.034	8.998								
QR	SMB			AQUISICAO	digital_currency	-			Others													2.730	6.902	10.365	17.454								
QR	SMB			AQUISICAO	digital_currency	-			RESELLERS													4.081	6.225	13.394	23.933								
QR	SMB			AQUISICAO	digital_currency	-			TELESALES													374	1.155	2.851	5.767								
QR	SMB			AQUISICAO	digital_currency	-			TO													2.515	9.124	19.757	15.718								
QR	SMB			AQUISICAO	prepaid_card	-	ACTUAL																			7							
QR	SMB			AQUISICAO	prepaid_card	-			LANDING																75								
QR	SMB			AQUISICAO	prepaid_card	-			RESELLERS																4								
QR	SMB			AQUISICAO	prepaid_card	-	FORECAST 4+8		LANDING																75								
QR	SMB			AQUISICAO	prepaid_card	-			RESELLERS																4								
QR	SMB			LEGADO	account_money	-	ACTUAL			66.003.505	48.075.822	42.986.676	35.209.990	38.231.075	31.313.872	32.654.261	32.459.745	27.745.853	29.425.866	26.103.327	30.156.951	115.195.411	97.137.383	106.333.851	88.565.425	3.824.789							
QR	SMB			LEGADO	account_money	-			APP	5.426.233	5.077.671	5.603.103	4.991.544	5.641.695	5.468.258	5.598.450	5.995.332	5.764.932	5.773.831	6.045.170	7.321.169	12.365.265	11.760.048	13.159.894	12.637.084	1.506.142							
QR	SMB			LEGADO	account_money	-			BIG SELLERS	1.767	3.579	4.644	4.826	8.115	6.774	9.398	12.867	19.650	78.855	159.063	245.452	473.345	494.723	566.090	665.351	67.850							
QR	SMB			LEGADO	account_money	-			BIGSELLER FARMING													5.293	6.346	7.064	8.380	1.173							
QR	SMB			LEGADO	account_money	-			FDV-P	5.552.411	5.269.612	5.653.248	5.212.851	5.699.188	5.519.798	5.518.604	5.424.532	5.030.588	4.867.675	5.080.522	6.798.753	21.428.948	19.803.646	20.792.349	18.721.822	1.747.839							
QR	SMB			LEGADO	account_money	-			FDV-T	12.971.839	11.869.476	12.422.454	10.943.842	11.388.474	10.992.318	10.738.685	10.997.095	9.891.642	9.407.847	9.424.756	11.016.391	15.293.732	13.142.699	13.862.870	12.974.216	1.452.929							
QR	SMB			LEGADO	account_money	-			LANDING	3.817.216	3.610.449	3.971.691	3.600.502	3.993.865	3.998.674	4.187.266	4.462.181	4.291.258	4.530.303	4.835.035	7.012.485	10.473.319	10.260.964	11.727.903	11.743.434	1.439.452							
QR	SMB			LEGADO	account_money	-			MGM	5.185.936	5.046.792	5.348.813	4.734.857	5.347.250	5.038.074	5.102.154	5.397.901	5.203.166	5.103.374	5.040.596	5.826.839	8.451.113	7.542.456	7.948.093	7.602.284	910.110							
QR	SMB			LEGADO	account_money	-			Others	8.556.275	8.337.345	9.884.619	9.050.534	9.820.065	9.919.648	10.368.537	11.247.287	11.302.965	12.313.485	14.104.740	17.994.479	19.460.778	18.452.619	20.365.708	19.738.034	2.362.678							
QR	SMB			LEGADO	account_money	-			RESELLERS	12.519.958	11.318.213	12.386.630	11.425.265	11.851.289	11.720.425	11.821.545	12.013.814	11.097.379	10.890.489	10.560.965	12.006.083	16.411.156	14.292.321	15.083.147	14.076.313	1.702.918							
QR	SMB			LEGADO	account_money	-			TELESALES	2.621.485	2.489.107	3.036.719	2.827.756	2.895.322	2.874.637	2.927.681	2.989.196	2.785.026	2.693.744	2.650.919	3.382.265	4.457.095	3.919.685	4.137.583	3.771.497	417.369							
